year,split,league_short,league_full,region,tier,tournament,date_start,team,team_short,role,player_id,name_cn,real_name,country,residency,birthdate,is_retired,roster_link
2026,Cup,LCK,LoL Champions Korea,韩国,一级联赛,LCK Cup 2026,2026-01-14,BNK FEARX,,Coach,Edo,박준석,Park Jun-seok,South Korea,Korea,1987-10-14,0,Edo (Park Jun-seok)
2026,Cup,LCK,LoL Champions Korea,韩国,一级联赛,LCK Cup 2026,2026-01-14,BNK FEARX,,Coach,Lira,남태유,Nam Tae-yoo,South Korea,Korea,1995-01-15,0,Lira
2026,Cup,LCK,LoL Champions Korea,韩国,一级联赛,LCK Cup 2026,2026-01-14,BNK FEARX,,Coach,Rather,신형섭,Shin Hyeong-seop,South Korea,Korea,1996-11-26,0,Rather
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Season Playoffs,2025-09-10,BNK FEARX,,Top,Clear,송현민,Song Hyeon-min,South Korea,Korea,2002-12-19,0,Clear (Song Hyeon-min)
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Season Playoffs,2025-09-10,BNK FEARX,,Jungle,Raptor,전어진,Jeon Eo-jin,South Korea,Korea,2004-11-15,0,Raptor (Jeon Eo-jin)
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Season Playoffs,2025-09-10,BNK FEARX,,Mid,VicLa,이대광,Lee Dae-kwang,South Korea,Korea,2003-11-27,0,VicLa
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Season Playoffs,2025-09-10,BNK FEARX,,Bot,Diable,남대근,Nam Dae-geun,South Korea,Korea,2007-10-17,0,Diable
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Season Playoffs,2025-09-10,BNK FEARX,,Support,Kellin,김형규,Kim Hyeong-gyu,South Korea,Korea,2001-02-01,0,Kellin
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Season Playoffs,2025-09-10,BNK FEARX,,Coach,Ryu,류상욱,Ryu Sang-wook,South Korea,Korea,1994-01-28,0,Ryu
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Season Playoffs,2025-09-10,BNK FEARX,,Coach,Joker,조재읍,Cho Jae-eup,South Korea,Korea,1991-12-11,0,Joker (Cho Jae-eup)
2025,Cup,LCK,LoL Champions Korea,韩国,一级联赛,LCK Cup 2025,2025-01-15,BNK FEARX,,Top,Clear,송현민,Song Hyeon-min,South Korea,Korea,2002-12-19,0,Clear (Song Hyeon-min)
2025,Cup,LCK,LoL Champions Korea,韩国,一级联赛,LCK Cup 2025,2025-01-15,BNK FEARX,,Jungle,Raptor,전어진,Jeon Eo-jin,South Korea,Korea,2004-11-15,0,Raptor (Jeon Eo-jin)
2025,Cup,LCK,LoL Champions Korea,韩国,一级联赛,LCK Cup 2025,2025-01-15,BNK FEARX,,Mid,VicLa,이대광,Lee Dae-kwang,South Korea,Korea,2003-11-27,0,VicLa
2025,Cup,LCK,LoL Champions Korea,韩国,一级联赛,LCK Cup 2025,2025-01-15,BNK FEARX,,Bot,Diable,남대근,Nam Dae-geun,South Korea,Korea,2007-10-17,0,Diable
2025,Cup,LCK,LoL Champions Korea,韩国,一级联赛,LCK Cup 2025,2025-01-15,BNK FEARX,,Support,Kellin,김형규,Kim Hyeong-gyu,South Korea,Korea,2001-02-01,0,Kellin
2025,Cup,LCK,LoL Champions Korea,韩国,一级联赛,LCK Cup 2025,2025-01-15,BNK FEARX,,Coach,Ryu,류상욱,Ryu Sang-wook,South Korea,Korea,1994-01-28,0,Ryu
2025,Cup,LCK,LoL Champions Korea,韩国,一级联赛,LCK Cup 2025,2025-01-15,BNK FEARX,,Coach,Joker,조재읍,Cho Jae-eup,South Korea,Korea,1991-12-11,0,Joker (Cho Jae-eup)
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 3-5,2025-07-23,BNK FEARX,,Top,Clear,송현민,Song Hyeon-min,South Korea,Korea,2002-12-19,0,Clear (Song Hyeon-min)
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 3-5,2025-07-23,BNK FEARX,,Jungle,Raptor,전어진,Jeon Eo-jin,South Korea,Korea,2004-11-15,0,Raptor (Jeon Eo-jin)
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 3-5,2025-07-23,BNK FEARX,,Mid,VicLa,이대광,Lee Dae-kwang,South Korea,Korea,2003-11-27,0,VicLa
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 3-5,2025-07-23,BNK FEARX,,Bot,Diable,남대근,Nam Dae-geun,South Korea,Korea,2007-10-17,0,Diable
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 3-5,2025-07-23,BNK FEARX,,Support,Kellin,김형규,Kim Hyeong-gyu,South Korea,Korea,2001-02-01,0,Kellin
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 3-5,2025-07-23,BNK FEARX,,Coach,Ryu,류상욱,Ryu Sang-wook,South Korea,Korea,1994-01-28,0,Ryu
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 3-5,2025-07-23,BNK FEARX,,Coach,Joker,조재읍,Cho Jae-eup,South Korea,Korea,1991-12-11,0,Joker (Cho Jae-eup)
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Season Play-In,2025-09-03,BNK FEARX,,Top,Clear,송현민,Song Hyeon-min,South Korea,Korea,2002-12-19,0,Clear (Song Hyeon-min)
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Season Play-In,2025-09-03,BNK FEARX,,Jungle,Raptor,전어진,Jeon Eo-jin,South Korea,Korea,2004-11-15,0,Raptor (Jeon Eo-jin)
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Season Play-In,2025-09-03,BNK FEARX,,Mid,VicLa,이대광,Lee Dae-kwang,South Korea,Korea,2003-11-27,0,VicLa
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Season Play-In,2025-09-03,BNK FEARX,,Bot,Diable,남대근,Nam Dae-geun,South Korea,Korea,2007-10-17,0,Diable
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Season Play-In,2025-09-03,BNK FEARX,,Support,Kellin,김형규,Kim Hyeong-gyu,South Korea,Korea,2001-02-01,0,Kellin
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Season Play-In,2025-09-03,BNK FEARX,,Coach,Ryu,류상욱,Ryu Sang-wook,South Korea,Korea,1994-01-28,0,Ryu
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Season Play-In,2025-09-03,BNK FEARX,,Coach,Joker,조재읍,Cho Jae-eup,South Korea,Korea,1991-12-11,0,Joker (Cho Jae-eup)
2026,Rounds 3-4,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2026 Rounds 3-4,2026-07-29,BNK FEARX,,Top,Clear,송현민,Song Hyeon-min,South Korea,Korea,2002-12-19,0,Clear (Song Hyeon-min)
2026,Rounds 3-4,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2026 Rounds 3-4,2026-07-29,BNK FEARX,,Jungle,Raptor,전어진,Jeon Eo-jin,South Korea,Korea,2004-11-15,0,Raptor (Jeon Eo-jin)
2026,Rounds 3-4,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2026 Rounds 3-4,2026-07-29,BNK FEARX,,Mid,VicLa,이대광,Lee Dae-kwang,South Korea,Korea,2003-11-27,0,VicLa
2026,Rounds 3-4,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2026 Rounds 3-4,2026-07-29,BNK FEARX,,Bot,Taeyoon,김태윤,Kim Tae-yoon,South Korea,Korea,2002-06-02,0,Taeyoon (Kim Tae-yoon)
2026,Rounds 3-4,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2026 Rounds 3-4,2026-07-29,BNK FEARX,,Support,Kellin,김형규,Kim Hyeong-gyu,South Korea,Korea,2001-02-01,0,Kellin
2026,Rounds 3-4,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2026 Rounds 3-4,2026-07-29,BNK FEARX,,Coach,Edo,박준석,Park Jun-seok,South Korea,Korea,1987-10-14,0,Edo (Park Jun-seok)
2026,Rounds 3-4,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2026 Rounds 3-4,2026-07-29,BNK FEARX,,Coach,Lira,남태유,Nam Tae-yoo,South Korea,Korea,1995-01-15,0,Lira
2026,Rounds 3-4,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2026 Rounds 3-4,2026-07-29,BNK FEARX,,Coach,Rather,신형섭,Shin Hyeong-seop,South Korea,Korea,1996-11-26,0,Rather
2026,Rounds 3-4,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2026 Season Play-In,2026-08-26,BNK FEARX,,Top,Clear,송현민,Song Hyeon-min,South Korea,Korea,2002-12-19,0,Clear (Song Hyeon-min)
2026,Rounds 3-4,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2026 Season Play-In,2026-08-26,BNK FEARX,,Jungle,Raptor,전어진,Jeon Eo-jin,South Korea,Korea,2004-11-15,0,Raptor (Jeon Eo-jin)
2026,Rounds 3-4,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2026 Season Play-In,2026-08-26,BNK FEARX,,Mid,VicLa,이대광,Lee Dae-kwang,South Korea,Korea,2003-11-27,0,VicLa
2026,Rounds 3-4,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2026 Season Play-In,2026-08-26,BNK FEARX,,Bot,Taeyoon,김태윤,Kim Tae-yoon,South Korea,Korea,2002-06-02,0,Taeyoon (Kim Tae-yoon)
2026,Rounds 3-4,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2026 Season Play-In,2026-08-26,BNK FEARX,,Support,Kellin,김형규,Kim Hyeong-gyu,South Korea,Korea,2001-02-01,0,Kellin
2026,Rounds 3-4,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2026 Season Play-In,2026-08-26,BNK FEARX,,Coach,Edo,박준석,Park Jun-seok,South Korea,Korea,1987-10-14,0,Edo (Park Jun-seok)
2026,Rounds 3-4,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2026 Season Play-In,2026-08-26,BNK FEARX,,Coach,Lira,남태유,Nam Tae-yoo,South Korea,Korea,1995-01-15,0,Lira
2026,Rounds 3-4,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2026 Season Play-In,2026-08-26,BNK FEARX,,Coach,Rather,신형섭,Shin Hyeong-seop,South Korea,Korea,1996-11-26,0,Rather
2025,Rounds 1-2,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 1-2,2025-04-02,BNK FEARX,,Top,Clear,송현민,Song Hyeon-min,South Korea,Korea,2002-12-19,0,Clear (Song Hyeon-min)
2025,Rounds 1-2,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 1-2,2025-04-02,BNK FEARX,,Top,Soboro,임성민,Lim Seong-min,South Korea,Korea,2004-01-10,0,Soboro
2025,Rounds 1-2,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 1-2,2025-04-02,BNK FEARX,,Jungle,Raptor,전어진,Jeon Eo-jin,South Korea,Korea,2004-11-15,0,Raptor (Jeon Eo-jin)
2025,Rounds 1-2,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 1-2,2025-04-02,BNK FEARX,,Mid,VicLa,이대광,Lee Dae-kwang,South Korea,Korea,2003-11-27,0,VicLa
2025,Rounds 1-2,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 1-2,2025-04-02,BNK FEARX,,Mid,Daystar,유지명,Yoo Ji-myeong,South Korea,Korea,2003-09-23,0,Daystar
2025,Rounds 1-2,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 1-2,2025-04-02,BNK FEARX,,Bot,Diable,남대근,Nam Dae-geun,South Korea,Korea,2007-10-17,0,Diable
2025,Rounds 1-2,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 1-2,2025-04-02,BNK FEARX,,Support,Kellin,김형규,Kim Hyeong-gyu,South Korea,Korea,2001-02-01,0,Kellin
2025,Rounds 1-2,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 1-2,2025-04-02,BNK FEARX,,Coach,Ryu,류상욱,Ryu Sang-wook,South Korea,Korea,1994-01-28,0,Ryu
2025,Rounds 1-2,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 1-2,2025-04-02,BNK FEARX,,Coach,Joker,조재읍,Cho Jae-eup,South Korea,Korea,1991-12-11,0,Joker (Cho Jae-eup)
2026,Cup,LCK,LoL Champions Korea,韩国,一级联赛,LCK Cup 2026,2026-01-14,BRION,,Top,Casting,신민제,Shin Min-je,South Korea,Korea,2003-10-30,0,Casting
2026,Cup,LCK,LoL Champions Korea,韩国,一级联赛,LCK Cup 2026,2026-01-14,BRION,,Jungle,GIDEON,김민성,Kim Min-seong,South Korea,Korea,2003-08-14,0,GIDEON
2026,Cup,LCK,LoL Champions Korea,韩国,一级联赛,LCK Cup 2026,2026-01-14,BRION,,Mid,Roamer,조우진,Jo Woo-jin,South Korea,Korea,2003-08-03,0,Roamer
2026,Cup,LCK,LoL Champions Korea,韩国,一级联赛,LCK Cup 2026,2026-01-14,BRION,,Bot,Teddy,박진성,Park Jin-seong,South Korea,Korea,1998-03-15,0,Teddy
2026,Cup,LCK,LoL Champions Korea,韩国,一级联赛,LCK Cup 2026,2026-01-14,BRION,,Support,Namgung,남궁성훈,Namgung Seong-hoon,South Korea,Korea,2003-10-04,0,Namgung
2026,Cup,LCK,LoL Champions Korea,韩国,一级联赛,LCK Cup 2026,2026-01-14,BRION,,Coach,Ssong,김상수,Kim Sang-soo,South Korea,Korea,1989-10-15,0,Ssong
2026,Cup,LCK,LoL Champions Korea,韩国,一级联赛,LCK Cup 2026,2026-01-14,BRION,,Coach,Duke,이호성,Lee Ho-seong,South Korea,Korea,1994-12-19,0,Duke (Lee Ho-seong)
2023,Spring,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2023 Spring,2023-01-18,BRION,,Top,Morgan,박루한,Park Ru-han,South Korea,Korea,2001-09-26,0,Morgan
2023,Spring,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2023 Spring,2023-01-18,BRION,,Jungle,UmTi,엄성현,Um Sung-hyeon,South Korea,Korea,1999-06-02,0,UmTi
2023,Spring,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2023 Spring,2023-01-18,BRION,,Mid,Karis,김홍조,Kim Hong-jo,South Korea,Korea,2003-05-21,0,Karis
2023,Spring,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2023 Spring,2023-01-18,BRION,,Bot,Hena,박증환,Park Jeung-hwan,South Korea,Korea,1999-10-08,0,Hena
2023,Spring,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2023 Spring,2023-01-18,BRION,,Support,Effort,이상호,Lee Sang-ho,South Korea,Korea,2000-11-23,0,Effort
2023,Spring,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2023 Spring,2023-01-18,BRION,,Coach,Edgar,최우범,Choi Woo-beom,South Korea,Korea,1984-01-03,0,Edgar
2023,Spring,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2023 Spring,2023-01-18,BRION,,Coach,Drinker,이승후,Lee Seung-hoo,South Korea,Korea,1989-05-20,0,Drinker
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 3-5,2025-07-23,DN Freecs,,Top,DuDu,이동주,Lee Dong-ju,South Korea,Korea,2001-03-08,0,DuDu (Lee Dong-ju)
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 3-5,2025-07-23,DN Freecs,,Jungle,Pyosik,홍창현,Hong Chang-hyeon,South Korea,Korea,2000-03-12,0,Pyosik
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 3-5,2025-07-23,DN Freecs,,Mid,BuLLDoG,이태영,Lee Tae-young,South Korea,Korea,2005-04-15,0,BuLLDoG (Lee Tae-young)
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 3-5,2025-07-23,DN Freecs,,Bot,Berserker,김민철,Kim Min-cheol,South Korea,North America,2003-05-25,0,Berserker (Kim Min-cheol)
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 3-5,2025-07-23,DN Freecs,,Support,Life,김정민,Kim Jeong-min,South Korea,Korea,2000-07-07,0,Life
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 3-5,2025-07-23,DN Freecs,,Support,Quantum,손정환,Son Jeong-hwan,South Korea,Korea,2004-08-20,0,Quantum (Son Jeong-hwan)
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 3-5,2025-07-23,DN Freecs,,Coach,oDin,주영달,Ju Yeong-dal,South Korea,Korea,1987-07-15,0,oDin (Ju Yeong-dal)
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 3-5,2025-07-23,DN Freecs,,Coach,RapidStar,정민성,Jung Min-sung,South Korea,Korea,1993-05-05,0,RapidStar
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 3-5,2025-07-23,DN Freecs,,Coach,Minit,양현민,Yang Hyeon-min,South Korea,Korea,1998-02-03,0,Minit
2025,Rounds 3-5,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 3-5,2025-07-23,DN Freecs,,Coach,Cube,김창성,Kim Chang-seong,South Korea,Korea,1996-08-16,0,Cube (Kim Chang-seong)
2025,Cup,LCK,LoL Champions Korea,韩国,一级联赛,LCK Cup 2025,2025-01-15,DN Freecs,,Top,DuDu,이동주,Lee Dong-ju,South Korea,Korea,2001-03-08,0,DuDu (Lee Dong-ju)
2025,Cup,LCK,LoL Champions Korea,韩国,一级联赛,LCK Cup 2025,2025-01-15,DN Freecs,,Jungle,Pyosik,홍창현,Hong Chang-hyeon,South Korea,Korea,2000-03-12,0,Pyosik
2025,Cup,LCK,LoL Champions Korea,韩国,一级联赛,LCK Cup 2025,2025-01-15,DN Freecs,,Mid,BuLLDoG,이태영,Lee Tae-young,South Korea,Korea,2005-04-15,0,BuLLDoG (Lee Tae-young)
2025,Cup,LCK,LoL Champions Korea,韩国,一级联赛,LCK Cup 2025,2025-01-15,DN Freecs,,Mid,Pungyeon,이종혁,Lee Jong-hyuk,South Korea,Korea,2004-06-22,0,Pungyeon
2025,Cup,LCK,LoL Champions Korea,韩国,一级联赛,LCK Cup 2025,2025-01-15,DN Freecs,,Bot,Berserker,김민철,Kim Min-cheol,South Korea,North America,2003-05-25,0,Berserker (Kim Min-cheol)
2025,Cup,LCK,LoL Champions Korea,韩国,一级联赛,LCK Cup 2025,2025-01-15,DN Freecs,,Support,Life,김정민,Kim Jeong-min,South Korea,Korea,2000-07-07,0,Life
2025,Cup,LCK,LoL Champions Korea,韩国,一级联赛,LCK Cup 2025,2025-01-15,DN Freecs,,Coach,RapidStar,정민성,Jung Min-sung,South Korea,Korea,1993-05-05,0,RapidStar
2025,Cup,LCK,LoL Champions Korea,韩国,一级联赛,LCK Cup 2025,2025-01-15,DN Freecs,,Coach,FanTaSy,정명훈,Jeong Myeong-hoon,South Korea,Korea,1991-07-01,0,FanTaSy (Jeong Myeong-hoon)
2025,Cup,LCK,LoL Champions Korea,韩国,一级联赛,LCK Cup 2025,2025-01-15,DN Freecs,,Coach,Punch,손민혁,Son Min-hyuk,South Korea,Korea,1998-06-06,0,Punch
2025,Rounds 1-2,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 1-2,2025-04-02,DN Freecs,,Top,DuDu,이동주,Lee Dong-ju,South Korea,Korea,2001-03-08,0,DuDu (Lee Dong-ju)
2025,Rounds 1-2,LCK,LoL Champions Korea,韩国,一级联赛,LCK 2025 Rounds 1-2,2025-04-02,DN Freecs,,Jungle,Pyosik,홍창현,Hong Chang-hyeon,South Korea,Korea,2000-03-12,0,Pyosik
