player_id,position,league,tier,games,winrate,操作,意识,心态,团队,体质,总评,box_综合,impact,final_z,teams
Aetinoth,bot,TAL,3,30,0.5,72.6,66.3,67.6,64.3,53.8,66.6,61.3,57.7,0.561,Galakticos Academy
Ryuzaki,jng,UL,2,73,0.534,55.0,70.5,70.1,75.2,70.7,66.6,60.7,59.2,0.558,Zero Tenacity
Seranok,mid,PGC,2,37,0.568,77.7,59.4,69.8,57.3,61.6,66.5,65.0,48.0,0.555,Bay State College
Tangyuan,mid,LDL,2,82,0.512,59.0,77.5,67.8,58.2,70.6,66.5,60.9,58.6,0.556,Royal Club|Royal Never Give Up
TheStryg,top,HC,3,25,0.56,66.0,64.6,79.7,62.5,59.8,66.5,59.2,62.8,0.556,Dark Tigers Academy
Chookies,sup,PGC,2,66,0.606,76.8,50.4,76.4,60.1,71.1,66.5,58.3,64.9,0.555,Team Ambition|Team Pending|University of St. Thomas
Guigs,sup,CBLOLA,3,34,0.412,67.5,78.7,56.4,58.5,60.5,66.4,64.4,49.3,0.549,KaBuM! Academy
Bruno,jng,NEXO,3,25,0.48,80.1,61.1,69.5,55.4,54.5,66.4,63.4,52.0,0.552,Bis Esports
Lonely,top,LLA,15,63,0.556,64.2,74.0,63.6,63.3,63.2,66.4,60.1,60.4,0.551,Team Aze
Tsun Tsun,jng,SL (LATAM),3,49,0.592,71.2,67.3,63.8,58.1,67.1,66.4,59.7,61.3,0.548,Cienciano Esports|Diamond Doves|Spectacled Bears
Ryoma,mid,LCSA,2,96,0.562,76.0,58.3,57.6,62.3,77.3,66.4,55.5,70.3,0.547,Golden Guardians|Golden Guardians Academy|Jake's Kittens
Potato,sup,UPL,2,20,0.25,65.4,69.3,69.7,66.4,57.1,66.3,63.8,50.7,0.544,Bay State College|Wulf Pack Cascade|Wulf Pack Esports
Triple,mid,LCSA,2,79,0.532,70.3,66.1,62.2,61.5,68.5,66.3,60.1,60.2,0.544,CLG Academy|Counter Logic Gaming
Rhilech,jng,TAL,3,31,0.613,72.1,60.1,68.1,60.3,70.6,66.3,58.7,63.7,0.545,DSYRE|SuperMassive Blaze Academy
Test Mid,mid,LAS,3,22,0.682,79.2,59.9,71.7,55.8,54.5,66.3,57.1,67.2,0.544,T1 Esports Academy Rookies
huanfeng,bot,LPL,1,111,0.577,60.2,68.8,67.7,62.2,80.0,66.3,52.7,74.3,0.542,ThunderTalk Gaming|Weibo Gaming
Dreedy,top,LVP SL,2,68,0.574,57.7,70.9,70.2,68.2,69.1,66.2,57.2,66.8,0.54,Barça eSports
Humanoid,mid,LEC,1,76,0.579,84.9,56.0,60.4,53.7,65.9,66.2,55.1,70.8,0.539,Fnatic
kamilius,sup,LFL,2,73,0.575,58.5,66.9,65.7,70.9,78.6,66.2,54.4,72.0,0.541,GameWard
Flakked,bot,LEC,1,89,0.629,58.2,69.7,70.1,70.4,68.0,66.2,50.2,76.9,0.54,G2 Esports
enel1,jng,CBLOLA,3,37,0.595,60.5,68.9,73.1,67.4,62.8,66.1,61.9,55.2,0.532,LOUD Academy
Pabu,jng,PRM,3,70,0.571,61.6,72.7,58.7,63.9,76.0,66.1,60.2,59.6,0.534,Berlin International Gaming
SkyTec,sup,LCSA,2,92,0.543,65.5,62.1,67.7,62.2,78.4,66.0,59.1,62.1,0.527,Area of Effect Esports|Evil Geniuses Academy|Saint Louis University
Brolia,sup,GLL,3,28,0.714,74.7,68.6,58.2,62.5,53.6,66.0,57.9,65.0,0.529,WLGaming Esports
Indr4,jng,NEXO,3,30,0.667,81.3,61.6,63.5,54.2,55.6,65.9,59.6,60.8,0.523,QLASH Spain|Ramboot Club
sanghyeon,sup,LCKC,2,91,0.637,62.2,62.8,62.5,69.8,81.6,65.9,53.7,72.7,0.523,T1 Esports Academy
Quicktimer,sup,PRM,3,37,0.595,64.4,63.5,79.4,58.5,66.0,65.8,60.5,58.2,0.515,Berlin International Gaming|Bifrost
Netuno,bot,CBLOL,15,57,0.596,59.0,69.4,69.5,64.1,72.5,65.8,57.6,65.4,0.52,FURIA
kksh,bot,CBLOLA,3,54,0.611,57.6,70.0,67.9,67.2,72.6,65.8,57.6,65.3,0.515,Flamengo Academy|LØS Academy
Smarty,sup,HM,3,45,0.644,62.3,70.4,55.7,67.5,75.9,65.8,56.5,67.7,0.518,Dynamo Eclot
Dreamer Ace,sup,PRM,3,61,0.656,58.7,68.7,62.2,66.3,81.6,65.8,52.7,74.0,0.519,Team BDS Academy|Unicorns of Love Sexy Edition
Joao,sup,LPLOL,3,39,0.564,65.0,64.4,66.1,65.4,70.1,65.7,60.7,57.7,0.514,Inside Games|White Dragons
Sandwitch,sup,UPL,2,32,0.562,82.4,58.5,58.4,61.1,55.6,65.7,60.3,58.6,0.512,CB Gaming|Raleigh Black Flame|Super Sunshine Fruit Basket Warriors
Hieu3,sup,VCS,15,27,0.519,69.5,70.2,54.9,66.7,59.9,65.7,59.4,60.9,0.512,CERBERUS Esports
Cryscata,bot,PCS,15,62,0.613,71.4,63.3,59.7,60.6,71.5,65.7,57.3,65.8,0.51,Deep Cross Gaming
Keel,jng,PGC,2,61,0.672,86.1,51.7,57.9,59.4,64.1,65.7,57.3,65.8,0.511,Area of Effect Cows|Area of Effect Ginger Turmeric
Rascal,top,LCK,1,98,0.49,60.3,67.1,69.1,64.6,72.0,65.6,61.2,56.1,0.506,KT Rolster
ESCIK,mid,PRM,3,65,0.538,67.1,64.0,63.2,64.2,69.8,65.5,61.0,56.5,0.503,GamerLegion
Oscure,sup,LVP SL,2,79,0.532,63.4,65.8,65.4,63.6,72.5,65.5,59.9,59.2,0.498,BISONS ECLUB
Johnarnau,top,NEXO,3,36,0.639,56.5,69.3,75.5,68.8,62.3,65.5,57.3,65.5,0.501,Pawned Mercenaries|QLASH Spain|RATE Gaming
Curl,top,LPLOL,3,39,0.641,75.0,54.5,73.2,57.1,66.8,65.5,56.7,66.8,0.502,For The Win Esports|RATE Gaming
pzx,jng,LDL,2,75,0.653,63.2,67.9,65.8,58.1,75.6,65.5,52.0,74.5,0.5,ThunderTalk Gaming Young|V5 87
Feikun,mid,LDL,2,72,0.514,56.9,78.5,64.3,58.5,68.7,65.4,62.1,53.3,0.493,ThunderTalk Gaming|ThunderTalk Gaming Young
Leleko,mid,CBLOLA,3,42,0.476,63.4,70.3,59.9,66.3,65.9,65.4,61.6,54.6,0.493,RED Academy
DnDn,top,LCKC,2,107,0.495,50.8,74.0,66.0,69.2,77.6,65.4,60.4,57.9,0.497,Nongshim Esports Academy|Nongshim RedForce
Postkassen,sup,EBL,3,28,0.607,65.1,64.7,64.7,75.3,55.3,65.4,58.9,61.7,0.497,Valiance
Beichuan,jng,LPL,1,96,0.542,66.2,69.5,63.4,58.0,67.2,65.4,56.1,67.9,0.494,FunPlus Phoenix|FunPlus Phoenix Blaze|ThunderTalk Gaming
iFrix,jng,VL,3,49,0.735,64.3,66.7,60.7,62.2,76.2,65.4,53.3,72.7,0.495,Descuydado Aucas Esports|Skull Cracker
Mxe,sup,TAL,3,26,0.423,59.5,72.7,74.0,61.5,56.8,65.3,62.1,53.2,0.49,Galatasaray Academy|SuperMassive Blaze Academy
Phenomenal,mid,TAL,3,41,0.61,71.1,70.0,54.7,59.0,63.7,65.3,61.5,54.7,0.488,Beşiktaş Academy|İstanbul Wildcats Academy
Froggy,mid,VCS,15,114,0.526,55.0,65.3,67.8,68.5,83.6,65.3,57.7,64.3,0.49,Saigon Buffalo
Time,jng,LPLOL,3,69,0.638,64.8,58.5,66.9,66.6,77.2,65.3,56.4,67.2,0.493,EGN Esports
MnM,bot,PCS,15,54,0.481,69.2,67.6,61.0,59.0,63.9,65.2,66.6,42.4,0.485,Frank Esports
xinye,mid,LDL,2,60,0.517,62.0,73.0,66.0,60.4,61.7,65.2,62.1,53.0,0.484,Team WE Academy|Young Miracles
Tuercas,top,EL,3,31,0.419,73.1,65.8,51.1,65.7,62.2,65.2,59.3,60.3,0.486,Atomic México|Red Rooster Team
Seal,sup,PRM,3,54,0.574,72.1,69.9,45.6,60.3,70.2,65.2,58.7,61.7,0.485,SK Gaming Prime
Recap,mid,LJL,15,63,0.571,55.7,74.5,60.7,72.9,64.8,65.2,57.7,64.1,0.484,Rascal Jester
Nishkyu,mid,VL,3,44,0.682,63.7,68.5,62.7,67.7,62.1,65.2,56.1,67.6,0.485,Descuydado Aucas Esports|Waia Snikt
Spawn,bot,LCSA,2,80,0.487,57.4,66.5,71.8,66.9,70.0,65.1,63.7,48.7,0.478,Dignitas|Dignitas Academy
kingggggg,jng,EBL,3,47,0.574,66.9,59.0,65.4,68.3,68.9,65.1,58.4,62.4,0.481,Cyber Wolves|Valiance
Nestea,mid,PCS,15,59,0.593,56.7,63.3,66.8,76.4,72.7,65.1,56.9,65.8,0.48,Deep Cross Gaming
Eddie,bot,VCS,15,84,0.571,59.3,65.8,69.9,60.7,77.8,65.1,56.6,66.4,0.479,Team Secret
Fudge,mid,LCS,1,37,0.568,59.5,66.7,67.7,73.5,60.1,65.0,54.7,70.0,0.473,Cloud9
Papiteero,top,LPLOL,3,67,0.597,69.1,61.6,56.5,63.4,75.3,65.0,57.5,64.2,0.472,White Dragons
Czekolad,mid,LFL,2,73,0.575,74.7,60.7,51.8,62.3,71.2,65.0,53.5,72.0,0.473,GameWard
Yado,mid,VCS,15,64,0.469,61.5,72.5,65.2,57.5,66.9,64.9,61.4,54.4,0.471,CERBERUS Esports
Artemis,bot,VCS,15,66,0.485,76.1,61.1,54.5,58.6,67.2,64.9,60.5,56.7,0.469,CERBERUS Esports
SofM,jng,LPL,1,93,0.559,57.9,70.5,73.3,55.6,71.7,64.9,55.4,68.6,0.469,Weibo Gaming
Juhan,jng,PCS,15,64,0.625,65.0,67.1,62.8,60.6,68.6,64.9,52.6,73.3,0.471,Kiwoom DRX|PSG Talon
Sylvie,jng,LCKC,2,107,0.477,53.3,71.6,65.9,66.7,74.7,64.8,62.2,52.0,0.463,Nongshim Esports Academy|Nongshim RedForce
Lancer,top,LAS,3,25,0.56,70.9,66.9,69.0,56.7,50.4,64.8,61.7,53.3,0.462,DN SOOPers Academy
MrLemon,jng,DDH,3,38,0.474,61.8,73.2,62.8,66.4,54.9,64.8,60.3,57.0,0.464,Globant Emerald|Six Karma
Allorim,top,PGC,2,66,0.5,64.4,61.9,69.8,64.6,64.3,64.7,63.3,49.1,0.46,Cloud9 Academy|Team Fish Taco|Wildcard Gaming
StenBosse,top,PGN,3,32,0.562,61.7,70.9,62.6,67.1,58.5,64.7,60.1,57.3,0.458,aNc Outplayed
Vzz,bot,UL,2,73,0.534,66.7,63.4,58.5,67.0,68.0,64.7,59.4,59.2,0.46,Zero Tenacity
Shall,jng,SL (LATAM),3,51,0.725,62.1,64.4,58.3,68.4,75.2,64.7,53.1,72.3,0.458,Incubus
Jejky,jng,HM,3,65,0.523,62.4,68.6,57.1,62.6,74.1,64.6,61.1,54.6,0.455,eSuba
Eyliph,top,NLC,2,48,0.583,67.2,67.8,57.3,66.8,58.1,64.6,58.0,62.4,0.452,Cyberground Gaming|Dusty
Palette,sup,VCS,15,79,0.481,71.2,63.2,61.3,55.9,66.4,64.5,61.4,53.6,0.448,SBTC Esports
DiDi,mid,LMF,2,34,0.529,62.8,71.0,61.4,67.7,54.4,64.5,61.2,54.2,0.45,River Plate Gaming
Meshade,bot,TAL,3,28,0.571,57.9,69.2,77.5,58.0,62.3,64.5,61.0,54.6,0.448,SuperMassive Blaze Academy
twohoyrz,mid,LVP SL,2,68,0.574,58.7,66.4,70.9,64.2,66.6,64.5,56.0,66.8,0.449,Barça eSports
Knedla,jng,HC,3,42,0.5,67.6,61.7,72.8,56.4,61.5,64.4,62.5,50.5,0.442,KIA.eSuba Academy|eSuba
Ronaldo,mid,LFL,2,53,0.472,65.7,60.7,73.7,61.6,59.6,64.3,61.6,52.7,0.437,GamersOrigin|Team GO
Grizzly,jng,LAS,3,35,0.514,67.9,67.9,62.8,58.8,57.2,64.3,60.7,55.0,0.436,Hanwha Life Esports Academy
Myrwn,top,LVP SL,2,79,0.532,60.1,62.9,66.2,66.9,71.9,64.3,59.1,59.2,0.438,BISONS ECLUB
Kreox,jng,NLC,2,22,0.409,53.9,72.8,70.9,75.2,48.3,64.3,59.0,59.5,0.44,One Breath Gaming|Vanir
Aloned,mid,LLA,15,63,0.556,54.9,74.2,69.6,60.6,64.1,64.3,58.6,60.4,0.437,Team Aze
Obsess,jng,PRM,3,63,0.619,55.1,65.5,70.9,63.5,77.4,64.3,56.4,65.7,0.44,Eintracht Spandau
FoFo,mid,LPL,1,67,0.522,62.2,65.2,70.9,63.1,59.7,64.2,58.1,61.6,0.435,Bilibili Gaming
Dom1nant,mid,GLL,3,34,0.647,76.4,51.2,72.3,56.6,61.3,64.2,56.2,66.0,0.433,Anorthosis Famagusta Esports
Doinb,mid,LPL,1,113,0.531,62.3,69.3,59.2,62.6,66.7,64.2,56.0,66.4,0.435,LNG Esports
Ceviche,sup,SL (LATAM),3,50,0.72,66.4,56.8,64.0,60.2,80.5,64.2,52.8,72.3,0.435,Incubus
Dejv,bot,HC,3,20,0.55,74.3,60.7,64.5,61.7,48.5,64.1,60.5,55.2,0.427,ERKO Esports
Feng,jng,VL,3,60,0.517,71.6,60.9,56.6,58.5,70.0,64.1,59.8,57.1,0.428,Pirate Dream
Torak,mid,NEXO,3,30,0.6,78.0,60.3,58.1,56.2,56.1,64.1,59.4,58.1,0.427,seQura ZEST
Alphari,top,LEC,1,45,0.467,69.1,65.8,66.9,59.4,49.3,64.0,62.2,50.7,0.424,Team Vitality
Yerikan,sup,GL,3,22,0.545,61.6,68.5,66.2,68.1,51.7,64.0,61.9,51.4,0.422,Atheris Esports|Zeu5 Bogota
Marble,bot,LJL,15,57,0.526,54.5,71.8,62.5,63.8,73.1,64.0,59.8,56.9,0.422,Fukuoka SoftBank HAWKS gaming
Kaii,bot,NEXO,3,54,0.611,77.2,52.2,63.8,53.6,70.8,64.0,59.1,58.6,0.421,Kawaii Kiwis
Closer,jng,LCS,1,76,0.566,60.7,56.8,75.2,70.3,64.5,64.0,54.3,69.5,0.421,100 Thieves
Amazo,jng,LCSA,2,89,0.584,67.0,57.0,59.0,61.8,81.1,64.0,51.8,73.5,0.422,Golden Guardians|Golden Guardians Academy|Maryville University
Jean,jng,EL,3,22,0.682,69.6,65.8,57.4,65.9,51.8,63.9,59.7,57.0,0.417,Janus Esports
Wuy,sup,LDL,2,77,0.532,56.2,70.9,69.5,58.5,68.0,63.9,56.6,64.7,0.419,Weibo Gaming Youth Team
Darkin,top,GL,3,29,0.517,64.2,72.9,60.0,62.2,50.1,63.8,59.1,58.4,0.413,King of Goats|Vandals Esports
Bonnie,jng,LCKC,2,86,0.547,54.0,72.1,61.5,63.2,74.3,63.8,57.5,62.3,0.41,KT Rolster Challengers
QKI,mid,GLLPA,3,26,0.577,72.5,52.4,70.0,63.8,58.3,63.8,55.3,67.3,0.412,Pentagon Maze
Wixxi,bot,LCSA,2,101,0.554,64.8,55.1,66.8,62.5,78.1,63.8,54.8,68.3,0.413,100 Thieves Academy|Area of Effect Cows|Area of Effect Ginger Turmeric|Cloud9 Academy|No Org
Nash,sup,NLC,2,42,0.595,60.6,69.3,63.5,67.3,55.0,63.7,59.0,58.4,0.408,Cyberground Gaming|Riddle Esports
Malice,jng,LCSA,2,39,0.641,85.8,43.9,63.3,51.1,68.5,63.7,54.1,69.5,0.407,Cloud9 Academy
Moyashi,bot,LJLA,3,20,0.5,67.9,75.7,53.9,64.9,37.7,63.6,67.3,39.0,0.402,Sengoku Gaming Academy
Zhergoth,top,ESLOL,3,57,0.544,76.4,54.8,62.4,52.4,67.2,63.6,59.1,58.1,0.404,LowLandLions|The Agency
Pressure,jng,LAS,3,34,0.529,57.3,70.6,66.5,61.1,62.8,63.5,60.7,53.6,0.396,DN SOOPers Academy
Coldraa,bot,PRMP,3,23,0.739,76.3,53.4,66.5,57.4,57.7,63.5,59.9,55.7,0.395,Hertha BSC eSport
Cuzz,jng,LCK,1,95,0.495,61.7,66.1,63.1,62.5,64.0,63.5,59.4,57.0,0.397,KT Rolster
Typhoon,jng,TCL,15,49,0.571,75.9,57.6,58.1,58.7,58.4,63.5,58.8,58.7,0.4,Dark Passage
1Haru,jng,SL (LATAM),3,20,0.65,68.2,71.8,58.2,57.9,48.6,63.5,58.1,60.3,0.396,Spectacled Bears
JiaQi,bot,LDL,2,32,0.594,68.3,73.6,50.7,60.7,50.5,63.5,58.0,60.6,0.396,Top Esports Challenger
Vahvel,sup,CBLOLA,3,44,0.614,60.9,63.3,65.5,64.0,67.0,63.5,57.5,61.9,0.399,LOUD Academy
Wannabe,sup,NEXO,3,29,0.586,63.1,71.8,59.9,56.3,61.1,63.5,56.6,64.0,0.396,Oxygen Valiants
Ejdercan,top,TAL,3,47,0.574,59.8,66.7,64.8,62.7,64.2,63.4,62.3,49.4,0.392,NASR eSports Turkey Academy
welcom,top,HM,3,67,0.522,57.9,66.3,61.1,60.5,78.1,63.4,60.3,54.6,0.394,eSuba
RedBert,sup,CBLOL,15,57,0.596,60.4,68.1,59.8,60.0,69.9,63.4,55.9,65.4,0.391,FURIA
Rafitta,bot,LVP SL,2,62,0.516,63.9,60.6,67.4,62.6,63.4,63.3,60.4,54.2,0.389,KOI
WaenA,mid,GLL,3,29,0.552,75.1,63.4,52.9,58.3,53.8,63.3,60.0,55.2,0.389,GOAL|WLGaming Esports
BrokenSword,top,HC,3,51,0.647,69.1,54.1,72.0,56.2,66.6,63.3,58.1,60.1,0.388,Team Sampi
Pyosik,jng,LCK,1,118,0.534,56.9,68.3,56.1,65.6,75.1,63.3,56.4,64.2,0.389,Kiwoom DRX
Hana,jng,PCS,15,62,0.613,60.6,67.6,58.3,60.7,70.6,63.3,55.7,65.8,0.389,Deep Cross Gaming
Mihile,top,LAS,3,31,0.645,76.5,62.6,49.0,60.3,54.9,63.3,55.6,65.9,0.385,Nongshim RedForce Academy
Makes,top,CBLOLA,3,46,0.63,62.2,61.5,63.7,59.5,73.6,63.2,55.8,65.4,0.383,LOUD Academy
Silk,mid,UL,2,25,0.44,68.4,65.8,57.8,65.6,47.5,63.1,64.0,44.9,0.377,Dragon Army|GRP Esports
Krastyel,mid,CBLOL,15,44,0.523,48.7,73.8,75.7,66.4,54.5,63.1,61.4,51.1,0.375,Liberty
Zicssi,jng,LFL2,2,72,0.542,65.7,64.6,60.9,55.5,66.5,63.1,59.9,55.0,0.375,Team MCES
Oddie,jng,LLA,15,50,0.58,59.2,63.1,63.6,72.8,59.3,63.1,57.7,60.8,0.379,Movistar R7
pqy,bot,LDL,2,69,0.565,57.1,69.7,65.4,60.6,64.4,63.1,56.2,64.2,0.375,Qing Jiu E-sport Club|Ultra Prime Academy
Uneasy,bot,LDL,2,66,0.5,57.4,70.6,63.1,61.1,62.7,63.0,58.6,58.3,0.373,LNG Academy
Sunriser,jng,VL,3,31,0.516,79.8,56.4,56.0,55.8,53.3,62.9,61.1,51.7,0.369,GeekSide Esports|Waia Snikt
Sacre,top,PRM,3,65,0.538,62.5,70.1,52.4,57.7,69.3,62.9,59.2,56.5,0.367,GamerLegion
Tomo,bot,LCSA,2,97,0.505,72.0,55.1,56.0,56.2,75.3,62.9,58.3,58.8,0.366,FlyQuest Academy
Niles,top,PGC,2,61,0.59,77.2,55.2,57.7,56.7,58.9,62.9,56.5,63.4,0.369,Maryville University
Plux,sup,PGC,2,92,0.576,69.0,61.2,53.8,59.2,68.1,62.9,55.7,65.2,0.37,Cincinnati Fear|No Team|Wild West Bandits
RoseThorn,jng,LCSA,2,75,0.56,64.1,59.3,66.3,62.4,63.6,62.9,54.4,67.9,0.367,CLG Academy|CLG Faith|Counter Logic Gaming
Empyros,top,GLL,3,65,0.677,61.1,60.6,65.9,56.1,77.3,62.9,53.1,70.4,0.368,Riddle Esports|WLGaming Esports
Betão,top,CBLOLA,3,40,0.475,55.1,78.1,58.7,59.6,58.5,62.8,60.4,53.2,0.362,RED Academy|RED Canids
Neo,bot,LCS,1,61,0.475,55.1,71.1,64.1,59.6,66.7,62.8,58.9,57.1,0.361,Dignitas|Dignitas Academy
yekai,jng,LDL,2,56,0.607,55.4,68.7,66.8,61.3,65.1,62.8,52.9,70.6,0.362,Ultra Prime Academy
Lody,jng,LAS,3,23,0.609,67.8,76.9,56.0,48.2,47.1,62.7,58.9,56.9,0.356,HANJIN BRION Challengers|T1 Esports Academy Rookies
Batuuu,sup,TAL,3,23,0.652,67.2,61.7,61.1,60.1,58.8,62.6,57.8,59.7,0.354,Dark Passage Academy
Jons,bot,UPL,2,28,0.714,70.2,49.6,71.5,67.1,54.0,62.6,57.5,60.3,0.351,Wild West Bandits
TaNa,top,TCL,15,23,0.652,67.8,64.8,57.4,61.6,53.1,62.6,56.2,63.6,0.354,Dark Passage
CarioK,jng,CBLOL,15,61,0.59,62.7,59.3,58.8,67.3,68.4,62.6,55.6,65.0,0.353,paiN Gaming
Tarzan,jng,LPL,1,113,0.531,58.2,66.4,56.4,64.1,71.9,62.6,54.9,66.4,0.352,LNG Esports
Steeelback,sup,LFL,2,41,0.415,51.1,70.0,69.8,68.2,57.5,62.5,62.5,47.5,0.348,Solary
Simpli,mid,LFL2,2,40,0.45,65.4,63.9,66.2,59.3,51.7,62.5,60.6,52.2,0.348,Atletec|Sector One
XoNix,mid,PGN,3,47,0.553,72.5,56.5,58.9,56.7,63.1,62.5,56.6,62.4,0.345,Atleta Esport
selenex,top,NEXO,3,60,0.633,58.1,59.9,69.3,54.9,80.2,62.5,52.0,71.8,0.349,Kawaii Kiwis|Oxygen Valiants
DANY,bot,HM,3,65,0.523,60.6,61.3,60.8,61.7,71.7,62.3,59.1,55.8,0.337,eSuba
Gamsu,top,LCSA,2,91,0.527,54.1,57.3,77.3,61.2,75.4,62.3,56.0,63.6,0.339,100 Thieves Academy|Dignitas|Dignitas Academy
Shogo,bot,UPL,2,36,0.694,81.1,47.4,64.5,52.1,58.0,62.3,52.3,71.0,0.337,University of St. Thomas
WRDN,jng,GLL,3,50,0.58,58.3,65.3,70.5,53.4,66.3,62.2,59.1,55.7,0.334,Goskilla|WLGaming Esports
Style,jng,LMF,2,54,0.481,62.2,57.9,64.4,63.4,67.1,62.2,58.8,56.3,0.331,KRÜ Esports|Undead Gaming
Alvaro,sup,LVP SL,2,29,0.552,72.8,63.5,52.1,59.7,49.5,62.2,58.4,57.4,0.331,G2 Arctic|G2 Esports Academy
Scoooped,bot,PGC,2,52,0.635,76.8,53.3,50.2,62.5,60.8,62.2,55.1,65.4,0.332,Jake's Kittens|No Team
Decade,top,LDL,2,46,0.63,63.3,64.8,63.9,52.6,64.1,62.2,53.4,68.9,0.331,Weibo Gaming Youth Team
XuanLv,bot,LDL,2,32,0.688,56.0,71.9,65.6,57.3,59.0,62.2,53.2,69.3,0.331,Team Pinnacle
Chime,sup,LCSA,2,115,0.478,58.3,65.2,57.2,63.6,68.9,62.1,61.5,49.3,0.328,Golden Guardians|Golden Guardians Academy|TSM
SyaL,top,LHE,2,44,0.545,64.1,65.2,58.8,61.7,55.1,62.1,59.8,53.6,0.326,Dark Horse|Rebirth eSports
QTKT,jng,ESLOL,3,23,0.609,57.8,63.3,63.5,71.6,55.7,62.1,58.9,55.9,0.327,LowLandLions|Northern Lions Esports
Armut,top,LEC,1,57,0.509,65.9,66.4,54.6,61.9,53.4,62.1,58.2,57.8,0.329,MAD Lions KOI
deathleap,top,SL (LATAM),3,20,0.65,70.3,55.0,78.8,51.0,49.8,62.1,57.2,60.3,0.328,Spectacled Bears
Shark,bot,LDL,2,71,0.521,54.0,71.5,65.4,55.2,67.2,62.1,55.8,63.7,0.328,Team Pinnacle|Weibo Gaming Youth Team
ThreaM,sup,NEXO,3,31,0.677,60.9,60.2,68.0,65.2,57.3,62.1,55.3,64.9,0.327,Kawaii Kiwis
Coow,jng,LHE,2,29,0.552,67.7,65.7,63.4,55.2,47.3,62.0,59.7,53.7,0.323,Newstar|Santiago Wanderers eSports
Marco,sup,HC,3,55,0.618,71.4,56.6,54.1,57.3,66.9,62.0,59.2,55.1,0.324,Lucent Esports|Team Sampi
Giankios,top,LHE,2,57,0.579,57.4,72.8,55.8,58.3,63.3,62.0,56.7,61.4,0.322,Master Girl|Meta Gaming|Undead Gaming
Young,mid,PGC,2,34,0.647,75.1,51.5,62.6,59.3,54.7,62.0,54.9,65.7,0.326,Area of Effect Esports
Hylissang,sup,LEC,1,74,0.568,65.4,60.9,61.5,60.5,58.4,62.0,53.8,68.0,0.325,Fnatic
Nottingham,sup,LMF,2,58,0.621,49.4,66.9,76.2,61.8,64.2,62.0,52.1,71.1,0.324,EBRO
Julbu,jng,PGN,3,26,0.231,66.5,56.4,60.3,58.6,68.7,61.9,64.9,41.3,0.317,RATE Gaming|Samsung Morning Stars
Peppe,mid,GLL,3,69,0.551,65.7,53.4,70.4,53.2,71.2,61.9,61.7,48.4,0.317,Team Phantasma
Supa,bot,LVP SL,2,51,0.51,78.6,56.6,52.2,53.3,56.0,61.9,60.0,52.8,0.321,G2 Arctic|G2 Esports Academy
Peter,sup,LCKC,2,70,0.5,56.0,63.5,61.7,66.4,67.6,61.9,57.3,59.7,0.318,Nongshim Esports Academy|Nongshim RedForce
Celina,bot,LAS,3,39,0.59,58.8,52.9,81.5,55.1,72.2,61.9,56.1,62.7,0.318,Dplus Kia Academy
Grevthar,mid,CBLOL,15,65,0.585,52.3,68.4,57.7,65.0,73.5,61.9,54.2,67.0,0.319,RED Canids
Orion,bot,ESLOL,3,57,0.526,68.3,61.1,57.5,52.4,64.6,61.7,63.5,44.0,0.309,KRC Genk Esports|Team Oplon
HungryPanda,sup,PGN,3,54,0.556,64.4,60.3,58.3,55.7,70.3,61.7,57.6,58.7,0.308,FC Schalke 04 Esports|aNc Outplayed
Jiizuke,mid,LVP SL,2,41,0.585,80.7,50.9,58.8,49.3,57.8,61.7,55.6,63.6,0.308,Giants
Duro,sup,LCKC,2,36,0.444,46.4,74.5,70.3,66.9,52.9,61.6,59.7,53.1,0.305,Liiv SANDBOX Youth
Koldo,jng,LVP SL,2,62,0.516,52.6,69.4,60.5,65.2,63.7,61.6,59.3,54.2,0.306,KOI
Eclipse,top,LCSA,2,60,0.55,60.0,56.9,71.9,57.7,67.3,61.6,56.1,62.3,0.305,Dignitas Academy|Taco Gaming
Tigaz,jng,LPLOL,3,21,0.429,61.1,60.3,65.7,63.8,57.2,61.6,55.7,63.3,0.305,BWE Esports|Odivelas Sports Club
Penguin,jng,VCS,15,82,0.561,61.7,57.3,62.7,59.4,72.0,61.6,55.6,63.4,0.303,Team Secret
Naak Nako,top,TCL,15,59,0.61,64.1,58.2,62.1,58.4,66.3,61.6,54.7,65.5,0.304,Fenerbahçe Academy|Fenerbahçe Esports
Akunma,top,LMF,2,61,0.623,55.4,67.4,59.2,65.0,63.4,61.6,51.1,72.2,0.304,EBRO
Telas,sup,CBLOLA,3,41,0.488,52.2,71.0,56.0,66.8,64.2,61.5,58.6,55.8,0.3,RED Academy|RED Canids
Avarosa,mid,TAL,3,45,0.6,65.8,55.8,60.2,57.9,69.5,61.5,57.4,58.9,0.301,Dark Passage Academy
Ruep,bot,TAL,3,31,0.645,73.4,54.5,69.1,49.3,53.2,61.5,57.1,59.7,0.3,Fenerbahçe Academy|Fenerbahçe Esports
Wunder,top,LEC,1,76,0.579,59.6,56.9,66.0,64.1,66.9,61.5,51.9,70.8,0.297,Fnatic
Blacky,mid,CBLOLA,3,39,0.564,55.0,66.2,70.7,64.8,50.3,61.4,59.8,52.4,0.293,Flamengo Academy|LØS Academy|paiN Gaming Academy
Seiya,mid,LLA,15,60,0.517,48.5,66.6,72.7,61.7,66.1,61.3,59.2,53.8,0.289,Isurus
