year,split,league_short,league_full,region,tier,tournament,date_start,team,team_short,role,player_id,name_cn,real_name,country,residency,birthdate,is_retired,roster_link
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Main Event,2022-10-07,100 Thieves,,Bot,FBI,,Ian&amp;nbsp;Victor Huang,Australia,North America,1999-02-11,0,FBI
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Main Event,2022-10-07,100 Thieves,,Support,huhi,최재현,Choi Jae-hyun,France,North America,1995-04-03,0,huhi
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Main Event,2022-10-07,100 Thieves,,Coach,Reapered,복한규,Bok Han-gyu,South Korea,Korea,1992-01-30,0,Reapered
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Main Event,2022-10-07,100 Thieves,,Coach,Freeze,,Aleš Kněžínek,Czech Republic,EMEA,1994-06-06,0,Freeze
2025,,Worlds,World Championship,国际,国际赛事,Worlds 2025 Main Event,2025-10-15,Anyone's Legend,,Top,Flandre,李炫君,Li Xuan-Jun,China,China,1998-08-28,0,Flandre
2025,,Worlds,World Championship,国际,国际赛事,Worlds 2025 Main Event,2025-10-15,Anyone's Legend,,Jungle,Tarzan,이승용,Lee Seung-yong,South Korea,Korea,1999-08-23,0,Tarzan (Lee Seung-yong)
2025,,Worlds,World Championship,国际,国际赛事,Worlds 2025 Main Event,2025-10-15,Anyone's Legend,,Mid,Shanks,崔校军,Cui Xiao-Jun,China,China,2001-05-13,0,Shanks
2025,,Worlds,World Championship,国际,国际赛事,Worlds 2025 Main Event,2025-10-15,Anyone's Legend,,Bot,Hope,王杰,Wang Jie,China,China,2000-09-29,0,Hope (Wang Jie)
2025,,Worlds,World Championship,国际,国际赛事,Worlds 2025 Main Event,2025-10-15,Anyone's Legend,,Support,Kael,김진홍,Kim Jin-hong,South Korea,Korea,2004-02-11,0,Kael (Kim Jin-hong)
2025,,Worlds,World Championship,国际,国际赛事,Worlds 2025 Main Event,2025-10-15,Anyone's Legend,,Coach,Tabe,王柏勤,Wong Pak Kan,Hong Kong,China,1991-01-18,0,Tabe
2025,,Worlds,World Championship,国际,国际赛事,Worlds 2025 Main Event,2025-10-15,Anyone's Legend,,Coach,Xiaobai,杨忠贺,Yang Zhong-He,China,China,1999-02-15,0,Xiaobai
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Play-In,2022-09-29,Beyond Gaming,,Top,Likai,廖俐凱,Liao Li-Kai,Taiwan,Asia Pacific,2002-09-11,0,Likai
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Play-In,2022-09-29,Beyond Gaming,,Top,Liang,吳亮德,Wu Liang-Te,Taiwan,Asia Pacific,1998-07-14,0,Liang
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Play-In,2022-09-29,Beyond Gaming,,Jungle,Husha,黃梓維,Huang Tzu-Wei,Taiwan,Asia Pacific,2001-04-04,0,Husha
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Play-In,2022-09-29,Beyond Gaming,,Mid,Minji,呂柏緯,Lu Po-Wei,Taiwan,Asia Pacific,2001-01-17,1,Minji
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Play-In,2022-09-29,Beyond Gaming,,Bot,Wako,鄒惟洋,Tsou Wei-Yang,Taiwan,Asia Pacific,1998-07-31,0,Wako
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Play-In,2022-09-29,Beyond Gaming,,Support,Kino,朱吳欣榮,Chu&amp;nbsp;Wu Hsin-Jung,Taiwan,Asia Pacific,1998-04-12,0,Kino
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Play-In,2022-09-29,Beyond Gaming,,Coach,Benny,連修琪,Lien Hsiu-Chi,Taiwan,Asia Pacific,1998-06-14,0,Benny (Lien Hsiu-Chi)
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Play-In,2022-09-29,Beyond Gaming,,Coach,Wulala,柳勝瑋,Liu Sheng-Wei,Taiwan,Asia Pacific,1993-12-05,0,Wulala
2025,,Worlds,World Championship,国际,国际赛事,Worlds 2025 Main Event,2025-10-15,Bilibili Gaming,,Top,Bin,陈泽彬,Chen Ze-Bin,China,China,2003-09-28,0,Bin (Chen Ze-Bin)
2025,,Worlds,World Championship,国际,国际赛事,Worlds 2025 Main Event,2025-10-15,Bilibili Gaming,,Jungle,Beichuan,杨陵,Yang Ling,China,China,2001-07-21,0,Beichuan
2025,,Worlds,World Championship,国际,国际赛事,Worlds 2025 Main Event,2025-10-15,Bilibili Gaming,,Jungle,Shad0w,赵志强,Zhao Zhi-Qiang,Italy,China,2001-02-25,0,Shad0w
2025,,Worlds,World Championship,国际,国际赛事,Worlds 2025 Main Event,2025-10-15,Bilibili Gaming,,Mid,Knight,卓定,Zhuo Ding,China,China,2000-05-22,0,Knight (Zhuo Ding)
2025,,Worlds,World Championship,国际,国际赛事,Worlds 2025 Main Event,2025-10-15,Bilibili Gaming,,Bot,Elk,赵嘉豪,Zhao Jia-Hao,China,China,2001-09-29,0,Elk
2025,,Worlds,World Championship,国际,国际赛事,Worlds 2025 Main Event,2025-10-15,Bilibili Gaming,,Support,ON,骆文俊,Luo Wen-Jun,China,China,2003-05-12,0,ON
2025,,Worlds,World Championship,国际,国际赛事,Worlds 2025 Main Event,2025-10-15,Bilibili Gaming,,Coach,BigWei,傅千威,Fu Chien-Wei,Taiwan,Asia Pacific,,0,BigWei
2025,,Worlds,World Championship,国际,国际赛事,Worlds 2025 Main Event,2025-10-15,Bilibili Gaming,,Coach,Easyhoon,이지훈,Lee Ji-hoon,South Korea,Korea,1992-11-23,0,Easyhoon
2025,,Worlds,World Championship,国际,国际赛事,Worlds 2025 Main Event,2025-10-15,Bilibili Gaming,,Coach,KaKAO,이병권,Lee Byung-kwon,South Korea,Korea,1995-12-07,0,KaKAO
2025,,Worlds,World Championship,国际,国际赛事,Worlds 2025 Main Event,2025-10-15,Bilibili Gaming,,Coach,LvMao,左名豪,Zuo Ming-Hao,China,China,1996-03-07,0,LvMao
2024,,Worlds,World Championship,国际,国际赛事,Worlds 2024 Main Event,2024-10-03,Bilibili Gaming,,Top,Bin,陈泽彬,Chen Ze-Bin,China,China,2003-09-28,0,Bin (Chen Ze-Bin)
2024,,Worlds,World Championship,国际,国际赛事,Worlds 2024 Main Event,2024-10-03,Bilibili Gaming,,Jungle,Wei,闫扬威,Yan Yang-Wei,China,China,2002-11-09,0,Wei (Yan Yang-Wei)
2024,,Worlds,World Championship,国际,国际赛事,Worlds 2024 Main Event,2024-10-03,Bilibili Gaming,,Jungle,Xun,彭立勋,Peng Li-Xun,China,China,2002-02-05,0,XUN
2024,,Worlds,World Championship,国际,国际赛事,Worlds 2024 Main Event,2024-10-03,Bilibili Gaming,,Mid,Knight,卓定,Zhuo Ding,China,China,2000-05-22,0,knight (Zhuo Ding)
2024,,Worlds,World Championship,国际,国际赛事,Worlds 2024 Main Event,2024-10-03,Bilibili Gaming,,Bot,Elk,赵嘉豪,Zhao Jia-Hao,China,China,2001-09-29,0,Elk
2024,,Worlds,World Championship,国际,国际赛事,Worlds 2024 Main Event,2024-10-03,Bilibili Gaming,,Support,ON,骆文俊,Luo Wen-Jun,China,China,2003-05-12,0,ON
2024,,Worlds,World Championship,国际,国际赛事,Worlds 2024 Main Event,2024-10-03,Bilibili Gaming,,Coach,BigWei,傅千威,Fu Chien-Wei,Taiwan,Asia Pacific,,0,BigWei
2024,,Worlds,World Championship,国际,国际赛事,Worlds 2024 Main Event,2024-10-03,Bilibili Gaming,,Coach,Xiasu,陈龙,Chen Long,China,China,,0,Xiasu
2024,,Worlds,World Championship,国际,国际赛事,Worlds 2024 Main Event,2024-10-03,Bilibili Gaming,,Coach,Easyhoon,이지훈,Lee Ji-hoon,South Korea,Korea,1992-11-23,0,Easyhoon
2024,,Worlds,World Championship,国际,国际赛事,Worlds 2024 Main Event,2024-10-03,Bilibili Gaming,,Coach,Fury,,Jakob Burke,Germany,Europe,,1,Fury
2023,,Worlds,World Championship,国际,国际赛事,Worlds 2023 Main Event,2023-10-19,Bilibili Gaming,,Top,Bin,陈泽彬,Chen Ze-Bin,China,China,2003-09-28,0,Bin (Chen Ze-Bin)
2023,,Worlds,World Championship,国际,国际赛事,Worlds 2023 Main Event,2023-10-19,Bilibili Gaming,,Jungle,Xun,彭立勋,Peng Li-Xun,China,China,2002-02-05,0,XUN
2023,,Worlds,World Championship,国际,国际赛事,Worlds 2023 Main Event,2023-10-19,Bilibili Gaming,,Mid,Yagao,曾奇,Zeng Qi,China,China,1998-10-19,1,Yagao
2023,,Worlds,World Championship,国际,国际赛事,Worlds 2023 Main Event,2023-10-19,Bilibili Gaming,,Bot,Elk,赵嘉豪,Zhao Jia-Hao,China,China,2001-09-29,0,Elk
2023,,Worlds,World Championship,国际,国际赛事,Worlds 2023 Main Event,2023-10-19,Bilibili Gaming,,Support,ON,骆文俊,Luo Wen-Jun,China,China,2003-05-12,0,ON
2023,,Worlds,World Championship,国际,国际赛事,Worlds 2023 Main Event,2023-10-19,Bilibili Gaming,,Coach,Tabe,王柏勤,Wong Pak Kan,Hong Kong,China,1991-01-18,0,Tabe
2023,,Worlds,World Championship,国际,国际赛事,Worlds 2023 Main Event,2023-10-19,Bilibili Gaming,,Coach,BigWei,傅千威,Fu Chien-Wei,Taiwan,Asia Pacific,,0,BigWei
2024,,Worlds,World Championship,国际,国际赛事,LCK 2024 Regional Finals,2024-09-12,BNK FEARX,,Top,Clear,송현민,Song Hyeon-min,South Korea,Korea,2002-12-19,0,Clear (Song Hyeon-min)
2024,,Worlds,World Championship,国际,国际赛事,LCK 2024 Regional Finals,2024-09-12,BNK FEARX,,Jungle,Raptor,전어진,Jeon Eo-jin,South Korea,Korea,2004-11-15,0,Raptor (Jeon Eo-jin)
2024,,Worlds,World Championship,国际,国际赛事,LCK 2024 Regional Finals,2024-09-12,BNK FEARX,,Mid,Clozer,이주현,Lee Ju-hyeon,South Korea,Korea,2003-07-27,0,Clozer
2024,,Worlds,World Championship,国际,国际赛事,LCK 2024 Regional Finals,2024-09-12,BNK FEARX,,Bot,Hena,박증환,Park Jeung-hwan,South Korea,Korea,1999-10-08,0,Hena
2024,,Worlds,World Championship,国际,国际赛事,LCK 2024 Regional Finals,2024-09-12,BNK FEARX,,Support,Duro,주민규,Joo Min-kyu,South Korea,Korea,2002-02-04,0,Duro
2024,,Worlds,World Championship,国际,国际赛事,LCK 2024 Regional Finals,2024-09-12,BNK FEARX,,Coach,Ryu,류상욱,Ryu Sang-wook,South Korea,Korea,1994-01-28,0,Ryu
2024,,Worlds,World Championship,国际,国际赛事,LCK 2024 Regional Finals,2024-09-12,BNK FEARX,,Coach,DooTi,최두성,Choi Du-seong,South Korea,Korea,1991-11-03,0,DooTi
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Play-In,2022-09-29,Chiefs Esports Club,,Top,Topoon,김지훈,Kim Ji-hoon,South Korea,Korea,,1,Topoon
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Play-In,2022-09-29,Chiefs Esports Club,,Jungle,Arthur (Park Mi-reu),,,,,,,Arthur (Park Mi-reu)
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Play-In,2022-09-29,Chiefs Esports Club,,Mid,Tally,,James Shute,Australia,Asia Pacific,1997-08-21,1,Tally
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Play-In,2022-09-29,Chiefs Esports Club,,Bot,Raes,,Quin Korebrits,New Zealand,Asia Pacific,1998-10-27,0,Raes
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Play-In,2022-09-29,Chiefs Esports Club,,Support,Aladoric,,Ryan Gregory Richardson,Australia,Asia Pacific,1999-06-25,0,Aladoric
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Play-In,2022-09-29,Chiefs Esports Club,,Coach,Babip,,Leo Romer,Australia,Asia Pacific,1998-09-04,1,Babip
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Play-In,2022-09-29,Chiefs Esports Club,,Coach,Aiden Hiko,,,,,,,Aiden Hiko
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Play-In,2022-09-29,Chiefs Esports Club,,Coach,Nick Bobir,,,,,,,Nick Bobir
2023,,Worlds,World Championship,国际,国际赛事,Worlds 2023 Main Event,2023-10-19,Cloud9,,Top,Fudge,إبراهيم اللامي,Ibrahim Allami,Australia,North America,2002-05-23,0,Fudge
2023,,Worlds,World Championship,国际,国际赛事,Worlds 2023 Main Event,2023-10-19,Cloud9,,Jungle,Blaber,,Robert Huang,United States,North America,2000-01-04,0,Blaber
2023,,Worlds,World Championship,国际,国际赛事,Worlds 2023 Main Event,2023-10-19,Cloud9,,Mid,EMENES,장민수,Jang Min-soo,South Korea,Korea,2001-01-01,1,EMENES
2023,,Worlds,World Championship,国际,国际赛事,Worlds 2023 Main Event,2023-10-19,Cloud9,,Bot,Berserker,김민철,Kim Min-cheol,South Korea,North America,2003-05-25,0,Berserker (Kim Min-cheol)
2023,,Worlds,World Championship,国际,国际赛事,Worlds 2023 Main Event,2023-10-19,Cloud9,,Support,Zven,,Jesper Svenningsen,Denmark,North America,1997-06-24,0,Zven
2023,,Worlds,World Championship,国际,国际赛事,Worlds 2023 Main Event,2023-10-19,Cloud9,,Coach,Mithy,,Alfonso Aguirre Rodríguez,Spain,EMEA,1994-10-05,0,Mithy
2023,,Worlds,World Championship,国际,国际赛事,Worlds 2023 Main Event,2023-10-19,Cloud9,,Coach,Duffman,,Christopher Duff,United Kingdom,EMEA,1990-07-29,0,Duffman
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Main Event,2022-10-07,Cloud9,,Top,Fudge,إبراهيم اللامي,Ibrahim Allami,Australia,North America,2002-05-23,0,Fudge
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Main Event,2022-10-07,Cloud9,,Jungle,Blaber,,Robert Huang,United States,North America,2000-01-04,0,Blaber
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Main Event,2022-10-07,Cloud9,,Mid,Jensen,,Nicolaj Jensen,Denmark,Americas,1995-01-01,1,Jensen
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Main Event,2022-10-07,Cloud9,,Bot,Berserker,김민철,Kim Min-cheol,South Korea,North America,2003-05-25,0,Berserker (Kim Min-cheol)
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Main Event,2022-10-07,Cloud9,,Support,Zven,,Jesper Svenningsen,Denmark,North America,1997-06-24,0,Zven
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Main Event,2022-10-07,Cloud9,,Coach,Max Waldo,,Maxwell&amp;nbsp;Alexander Waldo,United States,North America,1999-05-28,1,Max Waldo
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Main Event,2022-10-07,Cloud9,,Coach,Reven,성상현,Seong Sang-hyeon,South Korea,Korea,1994-12-15,0,Reven (Seong Sang-hyeon)
2025,,Worlds,World Championship,国际,国际赛事,Worlds 2025 Main Event,2025-10-15,CTBC Flying Oyster,,Top,Driver,沈宗樺,Shen Tsung-Hua,Taiwan,Asia Pacific,2002-04-04,0,Driver
2025,,Worlds,World Championship,国际,国际赛事,Worlds 2025 Main Event,2025-10-15,CTBC Flying Oyster,,Top,Rest,徐士傑,Hsu Shih-Chieh,Taiwan,Asia Pacific,1998-12-11,0,Rest
2025,,Worlds,World Championship,国际,国际赛事,Worlds 2025 Main Event,2025-10-15,CTBC Flying Oyster,,Jungle,JunJia,余峻嘉,Yu Chun-Chia,Taiwan,Asia Pacific,2002-06-10,0,JunJia
2025,,Worlds,World Championship,国际,国际赛事,Worlds 2025 Main Event,2025-10-15,CTBC Flying Oyster,,Mid,HongQ,蔡明宏,Tsai Ming-Hong,Taiwan,Asia Pacific,2007-07-02,0,HongQ
2025,,Worlds,World Championship,国际,国际赛事,Worlds 2025 Main Event,2025-10-15,CTBC Flying Oyster,,Bot,Doggo,邱梓銓,Chiu Tzu-Chuan,Taiwan,Asia Pacific,2003-01-14,0,Doggo
2025,,Worlds,World Championship,国际,国际赛事,Worlds 2025 Main Event,2025-10-15,CTBC Flying Oyster,,Support,Kaiwing,凌啟榮,Ling Kai Wing,Hong Kong,Asia Pacific,1996-10-27,0,Kaiwing
2025,,Worlds,World Championship,国际,国际赛事,Worlds 2025 Main Event,2025-10-15,CTBC Flying Oyster,,Coach,Chawy,黃心磊,Wong Xing Lei,Singapore,Asia Pacific,1991-11-28,0,Chawy
2025,,Worlds,World Championship,国际,国际赛事,Worlds 2025 Main Event,2025-10-15,CTBC Flying Oyster,,Coach,Wulala,柳勝瑋,Liu Sheng-Wei,Taiwan,Asia Pacific,1993-12-05,0,Wulala
2023,,Worlds,World Championship,国际,国际赛事,Worlds 2023 Play-In,2023-10-10,CTBC Flying Oyster,,Top,Rest,徐士傑,Hsu Shih-Chieh,Taiwan,Asia Pacific,1998-12-11,0,Rest
2023,,Worlds,World Championship,国际,国际赛事,Worlds 2023 Play-In,2023-10-10,CTBC Flying Oyster,,Jungle,Gemini,黃楚軒,Huang Chu-Xuan,Taiwan,Asia Pacific,1998-06-09,0,Gemini
2023,,Worlds,World Championship,国际,国际赛事,Worlds 2023 Play-In,2023-10-10,CTBC Flying Oyster,,Mid,JimieN,曾浩鈞,Tseng Hao-Chun,Taiwan,Asia Pacific,2002-07-24,0,JimieN
2023,,Worlds,World Championship,国际,国际赛事,Worlds 2023 Play-In,2023-10-10,CTBC Flying Oyster,,Bot,Shunn,趙盈舜,Chao Ying-Shun,Taiwan,Asia Pacific,2002-06-02,0,Shunn
2023,,Worlds,World Championship,国际,国际赛事,Worlds 2023 Play-In,2023-10-10,CTBC Flying Oyster,,Support,ShiauC,劉家豪,Liu Chia-Hao,Taiwan,Asia Pacific,1999-07-12,0,ShiauC
2023,,Worlds,World Championship,国际,国际赛事,Worlds 2023 Play-In,2023-10-10,CTBC Flying Oyster,,Coach,Achie,陳振齊,Chen Chen-Chi,Taiwan,Asia Pacific,1992-09-23,0,Achie
2023,,Worlds,World Championship,国际,国际赛事,Worlds 2023 Play-In,2023-10-10,CTBC Flying Oyster,,Coach,Koala,林志強,Lin Chih-Chiang,Taiwan,Asia Pacific,1995-08-16,0,Koala (Lin Chih-Chiang)
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Main Event,2022-10-07,CTBC Flying Oyster,,Top,Rest,徐士傑,Hsu Shih-Chieh,Taiwan,Asia Pacific,1998-12-11,0,Rest
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Main Event,2022-10-07,CTBC Flying Oyster,,Jungle,Gemini,黃楚軒,Huang Chu-Xuan,Taiwan,Asia Pacific,1998-06-09,0,Gemini
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Main Event,2022-10-07,CTBC Flying Oyster,,Mid,Mission,陳孝銜,Chen Hsiao-Hsien,Taiwan,Asia Pacific,1995-09-28,0,Mission
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Main Event,2022-10-07,CTBC Flying Oyster,,Bot,Shunn,趙盈舜,Chao Ying-Shun,Taiwan,Asia Pacific,2002-06-02,0,Shunn
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Main Event,2022-10-07,CTBC Flying Oyster,,Bot,Atlen,宋亞倫,Sung Ya-Lun,Taiwan,Asia Pacific,1999-09-11,1,Atlen
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Main Event,2022-10-07,CTBC Flying Oyster,,Support,Koala,林志強,Lin Chih-Chiang,Taiwan,Asia Pacific,1995-08-16,0,Koala (Lin Chih-Chiang)
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Main Event,2022-10-07,CTBC Flying Oyster,,Coach,Achie,陳振齊,Chen Chen-Chi,Taiwan,Asia Pacific,1992-09-23,0,Achie
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Main Event,2022-10-07,CTBC Flying Oyster,,Coach,Bob,張劭慈,Chang Shao-Tzu,Taiwan,Asia Pacific,1994-02-27,0,Bob (Chang Shao-Tzu)
2023,,Worlds,World Championship,国际,国际赛事,Worlds 2023 Play-In,2023-10-10,DetonatioN FocusMe,,Top,apaMEN,小田桐 稜,Ryo Odagiri,Japan,Asia Pacific,1991-12-05,0,apaMEN
2023,,Worlds,World Championship,国际,国际赛事,Worlds 2023 Play-In,2023-10-10,DetonatioN FocusMe,,Jungle,Steal,문건영,Mun Geon-yeong,South Korea,Asia Pacific,1998-12-15,1,Steal (Mun Geon-yeong)
2023,,Worlds,World Championship,国际,国际赛事,Worlds 2023 Play-In,2023-10-10,DetonatioN FocusMe,,Mid,Aria,이가을,Lee Ga-eul,South Korea,Asia Pacific,2000-10-14,0,Aria (Lee Ga-eul)
2023,,Worlds,World Championship,国际,国际赛事,Worlds 2023 Play-In,2023-10-10,DetonatioN FocusMe,,Bot,Yutapon,杉浦 悠太,Yuta Sugiura,Japan,Asia Pacific,1996-09-10,0,Yutapon
2023,,Worlds,World Championship,国际,国际赛事,Worlds 2023 Play-In,2023-10-10,DetonatioN FocusMe,,Support,Harp,이지융,Lee Ji-yoong,South Korea,Korea,2001-06-03,0,Harp
2023,,Worlds,World Championship,国际,国际赛事,Worlds 2023 Play-In,2023-10-10,DetonatioN FocusMe,,Head Coach,Gismo,青木 春彦,Haruhiko Aoki,,Asia Pacific,1998-01-10,0,Gismo
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Play-In,2022-09-29,DetonatioN FocusMe,,Top,Evi,村瀬 俊介,Shunsuke Murase,Japan,Asia Pacific,1995-11-15,0,Evi
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Play-In,2022-09-29,DetonatioN FocusMe,,Jungle,Steal,문건영,Mun Geon-yeong,South Korea,Asia Pacific,1998-12-15,1,Steal (Mun Geon-yeong)
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Play-In,2022-09-29,DetonatioN FocusMe,,Mid,Yaharong,이찬주,Lee Chan-ju,South Korea,Korea,2000-06-12,1,Yaharong
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Play-In,2022-09-29,DetonatioN FocusMe,,Bot,Yutapon,杉浦 悠太,Yuta Sugiura,Japan,Asia Pacific,1996-09-10,0,Yutapon
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Play-In,2022-09-29,DetonatioN FocusMe,,Support,Harp,이지융,Lee Ji-yoong,South Korea,Korea,2001-06-03,0,Harp
2022,,Worlds,World Championship,国际,国际赛事,Worlds 2022 Play-In,2022-09-29,DetonatioN FocusMe,,Head Coach,Kazu,鈴木 和太,Kazuta Suzuki,France,Asia Pacific,1994-05-25,1,Kazu
2023,,Worlds,World Championship,国际,国际赛事,LCK 2023 Regional Finals,2023-08-24,Dplus Kia,,Top,Canna,김창동,Kim Chang-dong,South Korea,Korea,2000-02-11,0,Canna
2023,,Worlds,World Championship,国际,国际赛事,LCK 2023 Regional Finals,2023-08-24,Dplus Kia,,Jungle,Canyon,김건부,Kim Geon-bu,South Korea,Korea,2001-06-18,0,Canyon
2023,,Worlds,World Championship,国际,国际赛事,LCK 2023 Regional Finals,2023-08-24,Dplus Kia,,Mid,ShowMaker,허수,Heo Su,South Korea,Korea,2000-07-22,0,ShowMaker
2023,,Worlds,World Championship,国际,国际赛事,LCK 2023 Regional Finals,2023-08-24,Dplus Kia,,Bot,Deft,김혁규,Kim Hyuk-kyu,South Korea,Korea,1996-10-23,0,Deft
2023,,Worlds,World Championship,国际,国际赛事,LCK 2023 Regional Finals,2023-08-24,Dplus Kia,,Support,Kellin,김형규,Kim Hyeong-gyu,South Korea,Korea,2001-02-01,0,Kellin
2023,,Worlds,World Championship,国际,国际赛事,LCK 2023 Regional Finals,2023-08-24,Dplus Kia,,Coach,Acorn,최천주,Choi Cheon-ju,South Korea,Korea,1990-07-13,0,Acorn
2023,,Worlds,World Championship,国际,国际赛事,LCK 2023 Regional Finals,2023-08-24,Dplus Kia,,Coach,GorillA,강범현,Kang Beom-hyun,South Korea,Korea,1994-11-18,0,GorillA
2024,,Worlds,World Championship,国际,国际赛事,LCK 2024 Regional Finals,2024-09-12,Dplus Kia,,Top,Kingen,황성훈,Hwang Seong-hoon,South Korea,Korea,2000-03-11,0,Kingen
